Sales_ID,name,mileage,seats,car_num,engine
224,Maruti,24.3,5,96호3276,1248
225,Hyundai,20.14,5,77마6760,1197
226,Maruti,22.74,5,66신1344,796
227,Hyundai,17,5,97부7626,1197
228,Tata,17.57,5,83아2311,1193
230,Nissan,16.95,5,74구8024,1498
231,Ford,17,5,63주9969,1497
232,Nissan,19.49,5,86노2944,1198
233,Maruti,20.51,5,82로7123,998
234,Mahindra,12.83,7,45가5081,2696
235,Mahindra,17.21,7,56후9974,1493
236,Maruti,21.1,5,68고5721,1248
237,Hyundai,19.67,5,32나8462,1582
238,Renault,25.17,5,41아7282,799
239,Maruti,20.77,7,49호2831,1248
240,Mahindra,15.1,7,31마9592,2179
241,Maruti,15.37,5,71유3180,1196
242,Hyundai,17.92,5,56부4949,1086
243,Hyundai,13.2,5,40아4344,1495
244,Mahindra,15.1,7,85구7346,2179
245,Toyota,12.99,7,88주5105,2494
246,Maruti,23.4,5,51노3951,1248
247,Honda,19,5,71로1106,1199
248,Hyundai,20.36,5,56가2443,1197
249,Maruti,23.4,5,81후1453,1248
250,Maruti,24.52,7,43고7033,1248
251,Hyundai,14.2,5,74나9001,1341
252,Hyundai,18.5,5,30아2622,1197
254,Maruti,20.4,5,29호2814,1197
255,Tata,19.4,5,62마5254,1405
256,Hyundai,22.54,5,20술5197,1396
257,Maruti,26.8,5,80부7169,1248
258,Tata,17.6,7,53아8931,2179
259,Mahindra,17.3,8,28구5658,1497
260,Hyundai,22.32,5,46주7490,1582
261,Maruti,23.4,5,98노4188,1248
262,Maruti,19.3,5,76로3060,1248
263,Honda,26,5,35가3602,1498
264,Maruti,19.3,5,25후4434,1248
265,Hyundai,25.4,5,69고2740,1186
266,Toyota,11.5,7,80나8023,2982
267,Tata,27.28,5,13아3078,1047
268,Nissan,17.97,5,17호5419,1498
269,Hyundai,18.6,5,91마2711,1197
270,Maruti,20.85,5,17해2719,1197
271,Toyota,12.8,7,40부8848,2494
272,Mahindra,16.55,6,14아1015,2498
273,Maruti,19.3,5,20구9560,1248
274,Maruti,20.4,5,53주6573,1197
275,Datsun,19.02,5,61노9716,1198
276,Hyundai,22.54,5,53로7905,1396
277,Mahindra,12.05,9,15가8977,2179
278,Tata,14.07,7,83후1107,2956
279,Tata,27.28,5,46고9932,1047
280,Tata,17.57,5,97나1255,1193
281,Hyundai,13.2,5,30아8370,1495
282,Honda,19.4,5,99호4917,1198
283,Hyundai,18.9,5,26마4292,1197
284,Tata,21.02,5,73자7665,1248
285,Maruti,19.7,5,40부1665,796
286,Tata,11.57,7,88아9648,2179
287,Mahindra,13.6,7,47구7288,2523
288,Mahindra,13.6,7,98주1708,2523
289,Mercedes,17.9,5,87노3603,2143
290,Maruti,16.8,8,78로5427,796
291,Hyundai,18.9,5,49가9665,1197
292,Hyundai,18.9,5,67후4132,1197
293,Hyundai,16.95,5,22고4438,1197
294,Maruti,20.4,5,96나2075,1197
295,Hyundai,16.95,5,54아6711,1197
296,Maruti,18.6,5,41호1079,1197
297,Maruti,18.6,5,71마1351,1197
298,Mahindra,15.96,7,57축7170,2523
299,Hyundai,17.1,5,70부2738,1591
300,Hyundai,17.19,5,84아5362,1197
301,Maruti,21.01,5,24구2214,1197
302,Hyundai,17,5,29주5377,1197
303,Maruti,19.7,5,65노7667,796
304,Maruti,26.59,5,72로8886,1248
305,Maruti,19.1,5,99가8238,1197
306,Hyundai,24,5,40후7852,1120
308,Maruti,19.1,5,22고3433,1197
309,Chevrolet,18.6,5,16나9526,1199
310,Tata,20.3,5,53아4974,1199
311,Maruti,16.1,4,50호5257,796
312,Honda,25.6,5,47마1350,1498
313,Honda,25.6,5,67인6471,1498
314,Maruti,16.02,7,40부9120,1373
315,Nissan,19.01,5,99아8715,1461
316,Honda,17.4,5,12구9727,1497
318,Renault,25.17,5,52주3418,799
319,Toyota,12.99,8,38노9936,2494
320,Maruti,20.51,5,61로8593,998
321,Hyundai,21.38,5,15가9753,1396
322,Tata,23.84,5,99후2733,1199
323,Hyundai,24,5,88고2647,1186
324,Maruti,21.4,5,78나4907,1197
325,Maruti,16.1,5,33아1733,1298
326,Maruti,17.4,5,65호8450,1197
327,Maruti,20.4,5,96마9680,1197
328,Hyundai,17,5,34묘7279,1197
329,Maruti,17.3,5,72부2191,993
330,Maruti,23.1,5,64아3361,998
331,Toyota,12.8,8,46구4892,2494
332,Maruti,21.1,5,32주5378,1248
333,Nissan,23.08,5,15노2150,1461
334,Maruti,17.3,5,76로5821,993
335,Hyundai,17.1,5,95가8443,1591
336,Maruti,18.2,5,10후2817,998
338,Maruti,19.7,5,21고3490,796
339,Maruti,19.3,5,99나9374,1248
340,Maruti,19,5,10아1586,998
341,Maruti,20.77,7,50호6857,1248
342,Maruti,17.8,5,95마5258,1248
343,Nissan,23.08,5,24진7911,1461
344,Maruti,18.9,5,23부4498,998
345,Ford,20,5,31아1460,1399
346,Mahindra,17,5,47구8381,1197
347,Hyundai,17.01,5,44주1223,1582
348,Maruti,22,5,85노5186,1197
349,Datsun,20.63,5,89로7513,1198
350,Hyundai,18.9,5,58가4423,1197
351,Toyota,14.24,7,62후1960,2755
352,Renault,20.71,5,89고7166,799
353,Honda,18.5,5,27나9046,1198
354,Volkswagen,17,5,76아6007,1198
355,Nissan,16.95,5,31호1003,1498
356,Toyota,23.59,5,20마1949,1364
357,Hyundai,20.36,5,62사4479,1197
358,Renault,20.45,5,22부7982,1461
359,Mahindra,15.1,7,79아9216,2179
360,Toyota,12.8,7,50구4999,2494
361,Tata,15.64,5,44주6770,1193
362,Hyundai,14.5,5,21노8383,1797
363,Mercedes,14.84,5,80로3680,2143
364,Tata,25.4,4,69가5094,624
365,Nissan,23.08,5,41후8906,1461
366,Maruti,18.9,5,33고5178,998
367,Maruti,26.59,5,74나7804,1248
368,Hyundai,20.36,5,76아1550,1197
369,Renault,25.17,5,99호7017,799
370,Volkswagen,16.34,5,29마3746,1798
371,Jaguar,13.6,5,49오5260,1999
372,Lexus,22.37,5,97부7628,2487
373,Jaguar,19.33,5,64아9136,1999
374,Tata,14.1,7,79구8427,2179
375,Volvo,18,5,32주6109,1969
376,Toyota,19.16,5,88노5761,2494
377,Maruti,21.79,5,40로3149,998
378,Maruti,27.39,5,81가9923,1248
379,Honda,18.2,5,24후5049,1199
380,Toyota,12.99,7,14고8687,2494
381,Maruti,22,5,79나5834,1197
382,Toyota,16.78,5,63아4035,1496
383,Maruti,22,5,10호6276,1197
384,Hyundai,24,5,45마5110,1186
385,BMW,16.78,5,12미8404,1995
386,BMW,16.78,5,90부9639,1995
387,Honda,19,5,61아9287,1199
388,Skoda,14.3,5,48구2653,1598
389,Volvo,16.8,5,87주9612,1984
390,Hyundai,20.36,5,49노3335,1197
392,Honda,11.1,5,88로4865,2354
393,Maruti,26.59,5,76가2099,1248
394,Hyundai,22.32,5,53후6863,1582
395,Toyota,12.8,8,80고5777,2494
396,Maruti,21.5,5,74나3318,1248
397,Hyundai,13.9,5,17아7207,1599
398,Hyundai,16.8,5,17호8106,1493
399,Maruti,22.74,5,60마3871,796
400,Honda,18,5,94신6824,1497
401,Maruti,28.4,5,88부6254,1248
402,Tata,17,5,74아7910,1405
403,Maruti,20.88,5,11구2856,1196
404,Maruti,23.95,5,66주6596,998
405,Mahindra,16,7,86노7130,2179
406,Maruti,20.92,5,43로4483,998
407,Hyundai,21.1,5,36가1822,814
408,Tata,23.84,5,64후4985,1199
409,Maruti,15.1,5,43고9496,1196
410,Jaguar,13.6,5,25나2031,1999
411,Lexus,22.37,5,13아1176,2487
412,Jaguar,19.33,5,88호3801,1999
413,Tata,14.1,7,83마1784,2179
414,Volvo,18,5,23유8589,1969
415,Toyota,19.16,5,75부1181,2494
416,Maruti,21.79,5,86아6843,998
417,Maruti,27.39,5,92구6837,1248
418,Honda,18.2,5,17주3331,1199
419,Toyota,12.99,7,44노8658,2494
420,Maruti,22,5,79로9080,1197
421,Toyota,16.78,5,10가8212,1496
422,Maruti,22,5,77후4317,1197
423,Hyundai,24,5,61고2926,1186
424,BMW,16.78,5,49나4532,1995
425,BMW,16.78,5,89아6522,1995
426,Honda,19,5,80호8941,1199
427,Skoda,14.3,5,94마8671,1598
428,Volvo,16.8,5,92술4626,1984
429,Honda,23.8,5,98부3205,1498
430,Hyundai,21.38,5,87아2434,1396
431,Maruti,19.7,5,24구4450,796
432,Hyundai,24.4,5,19주9975,1120
433,Toyota,12.99,7,78노8502,2494
434,Toyota,23.59,5,43로1634,1364
435,Maruti,28.4,5,98가5873,1248
436,Toyota,12.8,7,71후2705,2494
437,Nissan,23.08,5,57고6006,1461
438,Maruti,16.1,4,18나7499,796
439,Maruti,23.4,5,75아1908,1248
440,Volkswagen,20.14,5,30호8120,1498
441,Mahindra,21,5,86마4115,1461
442,Maruti,16.1,4,28해3736,796
443,Maruti,25.2,5,83부4001,1248
444,Hyundai,19.1,5,65아4737,1197
445,Maruti,16.1,4,64구2328,796
446,Maruti,23.1,5,97주6848,998
447,Ford,20,5,53노1344,1399
448,Tata,13.93,7,92로1118,2179
449,Ford,18.16,5,87가7649,1196
450,Maruti,23.1,5,72후4384,998
451,Hyundai,15.29,5,74고2899,1591
452,Maruti,21.21,5,94나9739,1197
453,Tata,17.6,7,17아8912,2179
454,Ford,23,5,92호9794,1498
455,Hyundai,21.19,5,33마2246,1396
456,Hyundai,22.54,5,74자2530,1396
457,Honda,23.8,5,99부9846,1498
458,Mahindra,15.96,7,72아9469,2523
459,Nissan,20.45,5,64구6037,1461
460,Maruti,20.4,5,36주4475,1197
461,Datsun,22.5,5,92노4292,999
462,Toyota,12.99,7,21로4764,2494
463,Hyundai,18.6,5,57가3617,1197
464,Toyota,12.99,7,32후7270,2494
465,Maruti,27.39,5,93고3633,1248
466,Renault,19.6,5,92나6631,1461
467,Chevrolet,18.2,7,67아8278,1248
468,Maruti,23.65,5,66호1568,1248
469,Toyota,12.55,7,25마3564,2982
470,Maruti,26.59,5,48축5937,1248
471,Toyota,12.55,7,93부2106,2982
472,Chevrolet,11.5,7,68아3933,1991
473,Tata,17,5,74구3128,1405
474,Nissan,19.49,5,42주4373,1198
475,Hyundai,16.2,5,51노8793,1493
476,Mahindra,25.32,6,87로6975,1198
477,Maruti,16.02,7,23가2816,1373
478,Ford,23.5,5,16후7516,1498
479,Tata,16.6,5,77고5633,1405
480,Hyundai,19.81,5,98나7730,1086
481,Maruti,19,5,94아2255,998
482,Maruti,18.9,5,55호9629,998
483,Hyundai,23.9,5,88마1861,1582
484,Maruti,24.52,7,81인1091,1248
485,Maruti,25.2,5,98부9897,1248
486,Hyundai,17.01,5,65아2987,1591
487,Maruti,25.2,5,50구1998,1248
488,Mahindra,25.32,6,55주6948,1198
489,Kia,20.8,5,50노1979,1493
490,Hyundai,20.14,5,45로3393,1197
491,Honda,18.5,5,30가6210,1198
492,Maruti,22.74,5,19후3503,796
493,Maruti,27.62,5,78고1112,793
494,Maruti,17.5,5,96나6300,1298
495,Volkswagen,20.54,5,51아4424,1598
496,Chevrolet,18.6,5,99호6753,1199
497,Toyota,23.59,5,97마7906,1364
498,Hyundai,18.9,5,50묘9780,1197
499,Maruti,28.4,5,35부8590,1248
500,Honda,12.9,5,43아3501,1799
501,Maruti,17.5,7,48구2362,1373
502,Maruti,24.7,5,40주2324,796
503,Maruti,22.74,5,79노5030,796
504,Chevrolet,25.44,5,64로8549,936
505,Tata,23.84,5,76가2188,1199
506,Chevrolet,25.44,5,52후8841,936
507,Tata,13.93,7,50고8644,2179
508,Ford,15.6,5,80나7145,1196
509,Tata,17.88,5,98아5278,1396
510,Maruti,26.59,5,90호3393,1248
511,Maruti,28.4,5,71마4771,1248
512,Datsun,22.7,5,17진1812,799
513,Maruti,20.92,5,54부8101,998
514,Maruti,19.3,5,28아5465,1248
515,Tata,17.2,5,59구8220,1396
516,Mahindra,13.6,8,77주4364,2523
518,Hyundai,18.6,5,25노4359,1197
519,Hyundai,21.1,5,24로3636,814
520,Maruti,15.37,7,53가4220,1196
521,Maruti,17.5,5,51후1856,1197
522,Maruti,19.1,5,17고9760,1197
523,Chevrolet,18.6,5,41나3234,1199
524,Tata,23.84,5,10아1459,1199
525,Chevrolet,18.2,5,46호7785,1199
526,Maruti,19.7,5,59마3691,796
527,Jeep,17.1,5,45사6036,1956
528,Honda,17.4,5,98부2965,1497
529,Volkswagen,20.54,5,44아8810,1598
530,Maruti,20.92,5,81구8341,998
531,Hyundai,18.6,5,36주3437,1197
532,Tata,15.42,7,68노2031,1405
533,Maruti,16.02,7,23로2343,1373
534,Hyundai,18.5,5,25가2163,1197
535,Hyundai,21.1,5,16후9212,814
537,Hyundai,15.3,5,61고2080,1341
538,Maruti,19.7,5,91나8217,796
539,Chevrolet,18.2,5,84아1187,1199
541,Tata,17.57,5,95호4188,1193
542,Ford,19.68,5,45마3963,1399
543,Maruti,19.7,5,65오9208,796
544,Toyota,12.99,8,88부7764,2494
545,Mahindra,13.6,7,44아5231,2523
546,Maruti,22.74,5,60구6162,796
547,Maruti,20.51,5,58주9964,998
548,Maruti,19.3,5,30노9277,1248
549,Tata,14.1,7,84로7811,2179
550,Maruti,24.3,5,73가1816,1248
551,Toyota,11.36,7,11후5385,2755
552,Hyundai,19.67,5,10고1702,1582
553,Maruti,24.3,5,28나9097,1248
554,Hyundai,18.6,5,86아3568,1197
555,Hyundai,18.9,5,73호9188,1197
556,Honda,18.7,5,91마7851,1199
557,Honda,15.4,7,43미3347,1497
558,Hyundai,17.7,5,24부9962,1497
559,Nissan,19.34,5,77아8608,1198
560,Ford,18.16,5,49구3026,1196
561,Hyundai,21.1,5,29주3564,814
562,Datsun,22.7,5,66노2840,799
563,Ford,19,5,58로3432,1194
564,Hyundai,20.3,5,54가1249,1086
565,Ford,23,5,63후8315,1498
566,Nissan,22.71,5,43고7213,1461
567,Hyundai,18.9,5,17나4147,1197
568,Maruti,23.65,5,13아5661,1248
569,Hyundai,23,5,99호6910,1396
570,Jeep,17.1,5,25마9413,1956
571,Maruti,20.77,7,70신3838,1248
572,Tata,18.8,5,51부2787,1248
573,Maruti,18.9,5,62아9204,998
574,Skoda,21.14,5,33구6396,1498
575,Hyundai,22.32,5,91주5965,1582
578,Mahindra,15.4,7,50노6887,1997
579,Renault,19.01,5,75로4556,1461
580,Mahindra,15.1,7,61가2402,2179
581,Maruti,24.7,5,12후7460,796
582,Ford,20,5,80고8034,1399
583,Hyundai,20.36,5,46나5396,1197
584,Maruti,21.21,5,31아3165,1197
585,Mahindra,15.96,7,35호6911,2523
586,Maruti,20.51,5,68마2309,998
587,Hyundai,21.1,5,89유5285,814
588,Toyota,12.8,8,38부9268,2494
589,Mitsubishi,13.5,7,97아9121,2477
590,Chevrolet,25.44,5,95구7380,936
591,Volkswagen,21.66,5,87주7298,1498
592,Toyota,17.6,5,69노6325,1496
593,Hyundai,21.1,5,19로2245,814
594,Renault,25.17,5,75가4154,799
595,Maruti,19,5,54후3968,998
596,Toyota,12.99,8,23고7773,2494
597,Maruti,18.2,5,21나3369,998
598,Hyundai,22.32,5,77아3182,1582
599,Honda,25.8,5,74호5578,1498
600,Maruti,22,5,23마1067,1197
601,Toyota,14.24,7,85술4925,2755
602,Ford,15.8,5,43부3046,1499
603,Hyundai,18.9,5,94아3485,1197
604,Tata,13.7,7,37구7980,2179
605,Tata,12.2,10,27주6891,1948
606,Tata,18.8,5,77노8101,1248
607,Hyundai,19.81,5,31로3948,1086
608,Tata,19.09,5,50가3486,1405
609,Renault,23.01,5,47후2151,999
610,Mahindra,13.6,7,44고3367,2523
611,Mahindra,18.49,7,12나6483,1493
612,Maruti,26.59,5,20아1733,1248
613,Maruti,22.74,5,46호4050,796
614,Maruti,24.52,7,38마4459,1248
615,Tata,24,5,89해3620,1199
616,Ford,20,5,67부4903,1399
617,Maruti,16.8,8,29아2921,796
618,Maruti,18.9,5,39구4319,998
619,Hyundai,19.81,5,85주8205,1086
620,Tata,17.57,5,77노5391,1193
621,Maruti,23.95,5,96로6678,998
622,Maruti,24.52,7,99가8764,1248
623,Tata,14.1,7,25후7970,2179
624,Maruti,23.95,5,87고7842,998
625,Hyundai,24,5,29나1438,1186
626,Renault,25.17,5,92아1775,799
627,Maruti,22.9,5,75호3692,1248
628,Mahindra,15.96,7,21마3643,2523
629,Honda,9,5,74자8891,2997
630,Maruti,23.95,5,93부3497,998
631,Maruti,23.4,5,93아4712,1248
632,Hyundai,21.1,5,46구6067,814
633,Mahindra,15.4,7,54주4073,2179
634,Maruti,23.95,5,81노8747,998
635,Hyundai,24,5,59로4818,1120
636,Ford,22.77,5,41가2387,1498
637,Maruti,20.51,5,79후7810,998
638,Mahindra,15.96,9,68고9288,2523
639,Hyundai,23,5,35나1278,1396
640,Tata,22.95,5,38아6023,1248
641,Mahindra,16.55,6,66호3889,2498
642,Mahindra,14,7,61마9648,2498
643,Mahindra,14,7,19축9977,2498
644,Maruti,18.9,5,46부8155,998
645,Tata,0,5,69아7132,1172
646,Maruti,18.9,5,61구2371,998
647,Jaguar,13.6,5,33주4769,1999
648,Lexus,22.37,5,54노6983,2487
649,Jaguar,19.33,5,72로9419,1999
650,Tata,14.1,7,83가3228,2179
651,Volvo,18,5,14후2075,1969
652,Toyota,19.16,5,34고1479,2494
653,Maruti,21.79,5,47나7964,998
654,Maruti,27.39,5,76아6157,1248
655,Honda,18.2,5,20호1799,1199
656,Toyota,12.99,7,24마1594,2494
657,Maruti,22,5,27인1102,1197
658,Toyota,16.78,5,19부6697,1496
659,Maruti,22,5,47아6872,1197
660,Hyundai,24,5,60구7690,1186
661,BMW,16.78,5,62주6911,1995
662,BMW,16.78,5,75노7407,1995
663,Honda,19,5,76로7692,1199
664,Skoda,14.3,5,52가8261,1598
665,Volvo,16.8,5,87후5378,1984
666,Mahindra,18.49,7,72고3210,1493
667,Maruti,19,5,30나6784,998
668,Hyundai,20.36,5,19아2773,1197
669,Mahindra,16.55,6,58호2438,2498
670,Fiat,20.3,5,54마9485,1248
671,Maruti,19.7,5,12묘6771,796
672,Hyundai,17.1,5,90부3894,1493
673,Maruti,25.1,5,50아3760,1248
674,Mahindra,18.49,7,78구7078,1493
675,Tata,19,5,56주6842,1405
676,Hyundai,19.1,5,15노6091,1197
677,Mahindra,18.15,6,68로9554,1198
678,Maruti,19,5,71가6719,1197
679,Maruti,21.21,5,95후1931,1197
680,Ford,23,5,46고2525,1498
681,Toyota,17.8,5,44나5778,1496
682,Mercedes,13,5,92아1134,2143
683,Toyota,11.5,7,92호7905,2982
684,Mahindra,18.15,6,61마8744,1198
685,Volkswagen,20.54,5,68진2954,1598
686,Ford,18.16,5,32부3841,1196
687,Mahindra,15.96,7,97아4004,2523
688,Hyundai,17.92,5,95구4486,1086
690,Hyundai,17.92,5,47주7670,1086
691,Nissan,22.71,5,85노4178,1461
692,Hyundai,17.92,5,12로5430,1086
693,Maruti,20.51,5,43가9454,998
